code,local_code,name,iso_country
IS-8,8,Southern Region,IS
IT-21,21,Piedmont,IT
IT-23,23,Valle d'Aosta,IT
IT-25,25,Lombardy,IT
IT-32,32,Trentino-Alto Adige,IT
IT-34,34,Veneto,IT
IT-36,36,Friuli-Venezia Giulia,IT
IT-42,42,Liguria,IT
IT-45,45,Emilia-Romagna,IT
IT-52,52,Tuscany,IT
IT-55,55,Umbria,IT
IT-57,57,Marche,IT
IT-62,62,Lazio,IT
IT-65,65,Abruzzi,IT
IT-67,67,Molise,IT
IT-72,72,Campania,IT
IT-75,75,Apulia,IT
IT-77,77,Basilicata,IT
IT-78,78,Calabria,IT
IT-82,82,Sicily,IT
IT-88,88,Sardinia,IT
JM-01,1,Kingston,JM
JM-02,2,Saint Andrew,JM
JM-03,3,Saint Thomea,JM
JM-04,4,Portland,JM
JM-05,5,Saint Mary,JM
JM-06,6,Saint Ann,JM
JM-07,7,Trelawny,JM
JM-08,8,Saint James,JM
JM-09,9,Hanover,JM
JM-10,10,Westmoreland,JM
JM-11,11,Saint Elizabeth,JM
JM-12,12,Manchester,JM
JM-13,13,Clarendon,JM
JM-14,14,Saint Catherine,JM
JO-AJ,AJ,Ajln Governorate,JO
JO-AM,AM,Amman Governorate,JO
JO-AQ,AQ,Al 'Aqaba Governorate,JO
JO-AT,AT,At Tafilah Governorate,JO
JO-AZ,AZ,Az Zarga Governorate,JO
JO-BA,BA,Al Balqa' Governorate,JO
JO-JA,JA,Jarash Governorate,JO
JO-JR,JR,Irbid Governorate,JO
JO-KA,KA,Al Karak Governorate,JO
JO-MA,MA,Al Mafraq Governorate,JO
JO-MD,MD,Madaba Governorate,JO
JO-MN,MN,Ma'an Governorate,JO
JP-01,1,Hokkaidō Prefecture,JP
JP-02,2,Aomori Prefecture,JP
JP-03,3,Iwate Prefecture,JP
JP-04,4,Miyagi Prefecture,JP
JP-05,5,Akita Prefecture,JP
JP-06,6,Yamagata Prefecture,JP
JP-07,7,Fukushima Prefecture,JP
JP-08,8,Ibaraki Prefecture,JP
JP-09,9,Tochigi Prefecture,JP
JP-10,10,Gunma Prefecture,JP
JP-11,11,Saitama Prefecture,JP
JP-12,12,Chiba Prefecture,JP
JP-13,13,Tōkyō Prefecture,JP
JP-14,14,Kanagawa Prefecture,JP
JP-15,15,Niigata Prefecture,JP
JP-16,16,Toyama Prefecture,JP
JP-17,17,Ishikawa Prefecture,JP
JP-18,18,Fukui Prefecture,JP
JP-19,19,Yamanashi Prefecture,JP
JP-20,20,Nagano Prefecture,JP
JP-21,21,Gifu Prefecture,JP
JP-22,22,Shizuoka Prefecture,JP
JP-23,23,Aichi Prefecture,JP
JP-24,24,Mie Prefecture,JP
JP-25,25,Shiga Prefecture,JP
JP-26,26,Kyōto Prefecture,JP
JP-27,27,Ōsaka Prefecture,JP
JP-28,28,Hyōgo Prefecture,JP
JP-29,29,Nara Prefecture,JP
JP-30,30,Wakayama Prefecture,JP
JP-31,31,Tottori Prefecture,JP
JP-32,32,Shimane Prefecture,JP
JP-33,33,Okayama Prefecture,JP
JP-34,34,Hiroshima Prefecture,JP
JP-35,35,Yamaguchi Prefecture,JP
JP-36,36,Tokushima Prefecture,JP
JP-37,37,Kagawa Prefecture,JP
JP-38,38,Ehime Prefecture,JP
JP-39,39,Kōchi Prefecture,JP
JP-40,40,Fukuoka Prefecture,JP
JP-41,41,Saga Prefecture,JP
JP-42,42,Nagasaki Prefecture,JP
JP-43,43,Kumamoto Prefecture,JP
JP-44,44,Ōita Prefecture,JP
JP-45,45,Miyazaki Prefecture,JP
JP-46,46,Kagoshima Prefecture,JP
JP-47,47,Okinawa Prefecture,JP
KE-110,110,Nairobi Province,KE
KE-200,200,Central Province,KE
KE-300,300,Coast Province,KE
KE-400,400,Eastern Province,KE
KE-500,500,North-Eastern Province,KE
KE-600,600,Nyanza Province,KE
KE-700,700,Rift Valley Province,KE
KE-900,900,Western Province,KE
KG-B,B,Batken Region,KG
KG-C,C,Chuy Region,KG
KG-GB,GB,Bishkek City,KG
KG-GO,GO,Osh City,KG
KG-J,J,Jalal-Abad Region,KG
KG-N,N,Naryn Region,KG
KG-O,O,Osh Region,KG
KG-T,T,Talas Region,KG
KG-Y,Y,Issyk Kul Region,KG
KH-1,1,Banteay Mean Chey,KH
KH-10,10,Krachoh,KH
KH-11,11,Mondol Kiri,KH
KH-12,12,Phnom Penh,KH
KH-13,13,Preah Vihear,KH
KH-14,14,Prey Veaeng,KH
KH-15,15,Pousaat,KH
KH-16,16,Rotanak Kiri,KH
KH-17,17,Siem Reab,KH
KH-18,18,Xrong Preah Sihanouk,KH
KH-19,19,Stueng Traeng,KH
KH-2,2,Baat Dambang,KH
KH-20,20,Svaay Rieng,KH
KH-21,21,Taakaev,KH
KH-22,22,Otdar Mean Chey,KH
KH-23,23,Krong Kaeb,KH
KH-24,24,Krong Pailin,KH
KH-3,3,Kampong Chaam,KH
KH-4,4,Kampong Chhnang,KH
KH-5,5,Kampong Spueu,KH
KH-6,6,Kampong Thum,KH
KH-7,7,Kampot,KH
KH-8,8,Kandaal,KH
KH-9,9,Kach Kong,KH
KI-G,G,Gilbert Islands,KI
KI-L,L,Line Islands,KI
KI-P,P,Phoenix Islands,KI
KM-A,A,Anjouan (Ndzouani),KM
KM-G,G,Grande Comore (Ngazidja),KM
KM-M,M,Mohéli (Mwali),KM
KP-01,1,Pyongyang (capital city),KP
KP-02,2,South Pyongan Province,KP
KP-03,3,North Pyongan Province,KP
KP-04,4,Chagang Province,KP
KP-05,5,South Hwanghae Province,KP
KP-06,6,North Hwanghae Province,KP
KP-07,7,Kangwon Province,KP
KP-08,8,South Hamgyong Province,KP
KP-09,9,North Hamgyong Province,KP
KP-10,10,Ryanggang Province,KP
KP-13,13,Rason (special city),KP
KR-11,11,Seoul Teugbyeolsi,KR
KR-26,26,Busan Gwang'yeogsi,KR
KR-27,27,Daegu Gwang'yeogsi,KR
KR-28,28,Incheon Gwang'yeogsi,KR
KR-29,29,Gwangju Gwang'yeogsi,KR
KR-30,30,Daejeon Gwang'yeogsi,KR
KR-31,31,Ulsan Gwang'yeogsi,KR
KR-41,41,Gyeonggido,KR
KR-42,42,Gang'weondo,KR
KR-43,43,Chungcheongbugdo,KR
KR-44,44,Chungcheongnamdo,KR
KR-45,45,Jeonrabugdo,KR
KR-46,46,Jeonranamdo,KR
KR-47,47,Gyeongsangbugdo,KR
KR-48,48,Gyeongsangnamdo,KR
KR-49,49,Jejudo,KR
KW-AH,AH,Al Ahmadi Governorate,KW
KW-FA,FA,Al Farwaniyah Governorate,KW
KW-HA,HA,Hawalli Governorate,KW
KW-JA,JA,Al Jahra Governorate,KW
KW-KU,KU,Al Asimah Governorate,KW
KW-MU,MU,Mubarak Al-Kabeer Governorate,KW
KZ-AKM,AKM,Akmola Region,KZ
KZ-AKT,AKT,Aktobe Region,KZ
KZ-ALA,ALA,Almaty City,KZ
KZ-ALM,ALM,Almaty Region,KZ
KZ-AST,AST,Astana City,KZ
KZ-ATY,ATY,Atyrau Region,KZ
KZ-BAY,BAY,Baikonur City,KZ
KZ-KAR,KAR,Karaganda Region,KZ
KZ-KUS,KUS,Kostanay Region,KZ
KZ-KZY,KZY,Kyzylorda Region,KZ
KZ-MAN,MAN,Mangystau Region,KZ
KZ-PAV,PAV,Pavlodar Region,KZ
KZ-SEV,SEV,North Kazakhstan Region,KZ
KZ-VOS,VOS,East Kazakhstan Region,KZ
KZ-YUZ,YUZ,South Kazakhstan Region,KZ
KZ-ZAP,ZAP,West Kazakhstan Region,KZ
KZ-ZHA,ZHA,Jambyl Region,KZ
LA-AT,AT,Attapu Province,LA
LA-BK,BK,Bokeo Province,LA
LA-BL,BL,Bolikhamxai Province,LA
LA-CH,CH,Champasak Province,LA
LA-HO,HO,Houaphan Province,LA
LA-KH,KH,Khammouan Province,LA
LA-LM,LM,Louang Namtha Province,LA
LA-LP,LP,Louangphabang Province,LA
LA-OU,OU,Oudomxai Province,LA
LA-PH,PH,Phongsali Province,LA
LA-SL,SL,Salavan Province,LA
LA-SV,SV,Savannakhet Province,LA
LA-VI,VI,Vientiane Province,LA
LA-VT,VT,Vientiane Prefecture,LA
LA-XA,XA,Xaignabouli Province,LA
LA-XE,XE,Xekong Province,LA
LA-XI,XI,Xiangkhoang Province,LA
LA-XN,XN,Xiasomboun Province,LA
LB-AK,AK,Aakkar Governorate,LB
LB-AS,AS,North Governorate,LB
LB-BA,BA,Beirut Governorate,LB
LB-BH,BH,Baalbek-Hermel Governorate,LB
LB-BI,BI,Beqaa Governorate,LB
LB-JA,JA,South Governorate,LB
LB-JL,JL,Mount Lebanon Governorate,LB
LB-NA,NA,Nabatieh Governorate,LB
LC-01,1,Anse la Raye,LC
LC-02,2,Castries,LC
LC-03,3,Choiseul,LC
LC-04,4,Dauphin,LC
LC-05,5,Dennery,LC
LC-06,6,Gros Islet,LC
LC-07,7,Laborie,LC
LC-08,8,Micoud,LC
LC-09,9,Praslin,LC
LC-10,10,Soufrière,LC
LC-11,11,Vieux Fort,LC
LI-01,1,Balzers,LI
LI-02,2,Eschen,LI
LI-03,3,Gamprin,LI
LI-04,4,Mauren,LI
LI-05,5,Planken,LI
LI-06,6,Ruggell,LI
LI-07,7,Schaan,LI
LI-08,8,Schellenberg,LI
LI-09,9,Triesen,LI
LI-10,10,Triesenberg,LI
LI-11,11,Vaduz,LI
LK-1,1,Western Province,LK
LK-2,2,Central Province,LK
LK-3,3,Southern Province,LK
LK-4,4,Northern Province,LK
LK-5,5,Eastern Province,LK
LK-6,6,North Western Province,LK
LK-7,7,North Central Province,LK
LK-8,8,Uva Province,LK
LK-9,9,Sabaragamuwa Province,LK
LR-BG,BG,Bong County,LR
LR-BM,BM,Bomi County,LR
LR-CM,CM,Grand Cape Mount County,LR
LR-GB,GB,Grand Basaa County,LR
LR-GG,GG,Grand Gedeh County,LR
LR-GK,GK,Grand Kru County,LR
LR-LO,LO,Lofa County,LR
LR-MG,MG,Margibi County,LR
LR-MO,MO,Montserrado County,LR
LR-MY,MY,Maryland County,LR
LR-NI,NI,Nimba County,LR
LR-RI,RI,Rivercess County,LR
LR-SI,SI,Sinoe County,LR
LS-A,A,Maseru,LS
LS-B,B,Butha-Buthe,LS
LS-C,C,Leribe,LS
LS-D,D,Berea,LS
LS-E,E,Mafeteng,LS
LS-F,F,Mohale's Hoek,LS
LS-G,G,Quthing,LS
LS-H,H,Qacha's Nek,LS
LS-J,J,Mokhotlong,LS
LS-K,K,Thaba-Tseka,LS
LT-AL,AL,Alytus County,LT
LT-KL,KL,Klaipėda County,LT
LT-KU,KU,Kaunas County,LT
LT-MR,MR,Marijampolė County,LT
LT-PN,PN,Panevėžys County,LT
LT-SA,SA,Šiauliai County,LT
LT-TA,TA,Tauragė County,LT
LT-TE,TE,Telšiai County,LT
LT-UT,UT,Utena County,LT
LT-VL,VL,Vilnius County,LT
LU-D,D,Diekirch,LU
LU-G,G,Grevenmacher,LU
LU-L,L,Luxembourg,LU
LV-002,2,Aizkraukle Municipality,LV
LV-007,7,Alūksne Municipality,LV
LV-011,11,Ādaži Municipality,LV
LV-015,15,Balvi Municipality,LV
LV-016,16,Bauska Municipality,LV
LV-022,22,Cēsis Municipality,LV
LV-026,26,Dobele Municipality,LV
LV-033,33,Gulbene Municipality,LV
LV-041,41,Jelgava Municipality,LV
LV-042,42,Jēkabpils Municipality,LV
LV-047,47,Krāslava Municipality,LV
LV-050,50,Kuldīga Municipality,LV
LV-052,52,Ķekava Municipality,LV
LV-054,54,Limbaži Municipality,LV
LV-056,56,Līvāni Municipality,LV
LV-058,58,Ludza Municipality,LV
LV-059,59,Madona Municipality,LV
LV-062,62,Mārupe Municipality,LV
LV-067,67,Ogre Municipality,LV
LV-068,68,Olaine Municipality,LV
LV-073,73,Preiļi Municipality,LV
LV-077,77,Rēzekne Municipality,LV
LV-080,80,Ropaži Municipality,LV
LV-087,87,Salaspils Municipality,LV
LV-088,88,Saldus Municipality,LV
LV-089,89,Saulkrasti Municipality,LV
LV-091,91,Sigulda Municipality,LV
LV-094,94,Smiltene Municipality,LV
LV-097,97,Talsi Municipality,LV
LV-099,99,Tukums Municipality,LV
LV-101,101,Valka Municipality,LV
LV-102,102,Varakļāni Municipality,LV
LV-106,106,Ventspils Municipality,LV
LV-111,111,Augšdaugava Municipality,LV
LV-112,112,South Kurzeme Municipality,LV
LV-113,113,Valmiera Municipality,LV
LV-DGV,DGV,Daugavpils (city),LV
LV-JEL,JEL,Jelgava (city),LV
LV-JUR,JUR,Jūrmala (city),LV
LV-LPX,LPX,Liepāja (city),LV
LV-REZ,REZ,Rēzekne (city),LV
LV-RIX,RIX,Rīga (city),LV
LV-VEN,VEN,Ventspils (city),LV
LY-BA,BA,Benghazi District,LY
LY-BU,BU,Al Butnan District,LY
LY-DR,DR,Darnah District,LY
LY-GT,GT,Ghat District,LY
LY-JA,JA,Al Jabal al Akhdar District,LY
LY-JG,JG,Al Jabal al Gharbi District,LY
LY-JI,JI,Al Jfara District,LY
LY-JU,JU,Al Jufrah District,LY
LY-KF,KF,Al Kufrah District,LY
LY-MB,MB,Al Murgub District,LY
LY-MI,MI,Misurata District,LY
LY-MJ,MJ,Al Marj District,LY
LY-MQ,MQ,Murzuq District,LY
LY-NL,NL,Nalut District,LY
LY-NQ,NQ,An Nuqat al Khams District,LY
LY-SB,SB,Sabha District,LY
LY-SH,SH,Wadi Al Shatii District,LY
LY-SR,SR,Surt District,LY
LY-TB,TB,Tripoli District,LY
LY-WA,WA,Al Wahat District,LY
LY-WD,WD,Wadi Al Hayaa District,LY
LY-ZA,ZA,Az Zawiyah District,LY
MA-AGD,AGD,Agadir Province,MA
MA-ASZ,ASZ,Assa-Zag Province,MA
MA-AZI,AZI,Azilal Province,MA
MA-BAH,BAH,Aït Baha Province,MA
MA-BEM,BEM,Beni Mellal Province,MA
MA-BER,BER,Berkane Province,MA
MA-BES,BES,Ben Sllmane Province,MA
MA-BOD,BOD,Boujdour Province,MA
MA-BOM,BOM,Boulemane Province,MA
MA-CAS,CAS,Casablanca Province,MA
MA-CHE,CHE,Chefchaouene Province,MA
MA-CHI,CHI,Chichaoua Province,MA
MA-ERR,ERR,Errachidia Province,MA
MA-ESI,ESI,Essaouira Province,MA
MA-ESM,ESM,Es Smara Province,MA
MA-FES,FES,Fès Province,MA
MA-FIG,FIG,Figuig Province,MA
MA-GUE,GUE,Guelmim Province,MA
MA-HAJ,HAJ,El Hajeb Province,MA
MA-HAO,HAO,Al Haouz Province,MA
MA-HOC,HOC,Al Hoceïma Province,MA
MA-IFR,IFR,Ifrane Province,MA
MA-JDI,JDI,El Jadida Province,MA
MA-JRA,JRA,Jerada Province,MA
MA-KEN,KEN,Kénitra Province,MA
MA-KES,KES,Kelaat Sraghna Province,MA
MA-KHE,KHE,Khemisaet Province,MA
MA-KHN,KHN,Khenifra Province,MA
MA-KHO,KHO,Khouribga Province,MA
MA-LAA,LAA,Laâyoune (EH) Province,MA
MA-LAP,LAP,Larache Province,MA
MA-MAR,MAR,Marrakech Province,MA
MA-MEK,MEK,Meknsès Province,MA
MA-MEL,MEL,Aït Melloul Province,MA
MA-NAD,NAD,Nador Province,MA
MA-OUA,OUA,Ouarzazate Province,MA
MA-OUD,OUD,Oued ed Dahab (EH) Province,MA
MA-OUJ,OUJ,Oujda Province,MA
MA-RBA,RBA,Rabat-Salé Province,MA
MA-SAF,SAF,Safi Province,MA
MA-SEF,SEF,Sefrou Province,MA
MA-SET,SET,Settat Province,MA
MA-SIK,SIK,Sidl Kacem Province,MA
MA-TAO,TAO,Taounate Province,MA
MA-TAR,TAR,Taroudannt Province,MA
MA-TAT,TAT,Tata Province,MA
MA-TAZ,TAZ,Taza Province,MA
MA-TET,TET,Tétouan Province,MA
MA-TIZ,TIZ,Tiznit Province,MA
MA-TNG,TNG,Tanger Province,MA
MA-TNT,TNT,Tan-Tan Province,MA
MD-AN,AN,Anenii Noi District,MD
MD-BE,BE,Bender (city),MD
MD-BL,BL,Bălţi (city),MD
MD-BR,BR,Briceni District,MD
MD-BS,BS,Basarabeanca District,MD
MD-CH,CH,Cahul District,MD
MD-CL,CL,Călăraşi District,MD
MD-CM,CM,Cimişlia District,MD
MD-CR,CR,Criuleni District,MD
MD-CS,CS,Căuşeni District,MD
MD-CT,CT,Cantemir District,MD
MD-CU,CU,Chişinău (city),MD
MD-DB,DB,Dubăsari District,MD
MD-DN,DN,Donduşeni District,MD
MD-DR,DR,Drochia District,MD
MD-ED,ED,Edineţ District,MD
MD-FL,FL,Făleşti District,MD
MD-FR,FR,Floreşti District,MD
MD-GA,GA,Gagauzia (autonomous territorial unit),MD
MD-GL,GL,Glodeni District,MD
MD-HN,HN,Hînceşti District,MD
MD-IL,IL,Ialoveni District,MD
MD-LV,LV,Leova District,MD
MD-NS,NS,Nisporeni District,MD
MD-OC,OC,Ocniţa District,MD
MD-OR,OR,Orhei District,MD
MD-RS,RS,Rîşcani District,MD
MD-RZ,RZ,Rezina District,MD
MD-SD,SD,Șoldănești District,MD
MD-SG,SG,Sîngerei District,MD
MD-SN,SN,Stînga Nistrului (administrative territorial units),MD
MD-SR,SR,Soroca District,MD
MD-ST,ST,Străşeni District,MD
MD-SV,SV,Ştefan-Vodă District,MD
MD-TA,TA,Taraclia District,MD
MD-TL,TL,Teleneşti District,MD
MD-UN,UN,Ungheni District,MD
ME-01,1,Andrijevica Municipality,ME
ME-02,2,Bar Municipality,ME
ME-03,3,Berane Municipality,ME
ME-04,4,Bijelo Polje Municipality,ME
ME-05,5,Budva Municipality,ME
ME-06,6,Cetinje Municipality,ME
ME-07,7,Danilovgrad Municipality,ME
ME-08,8,Herceg-Novi Municipality,ME
ME-09,9,Kolašin Municipality,ME
ME-10,10,Kotor Municipality,ME
ME-11,11,Mojkovac Municipality,ME
ME-12,12,Nikšić Municipality,ME
ME-13,13,Plav Municipality,ME
ME-14,14,Pljevlja Municipality,ME
ME-15,15,Plužine Municipality,ME
ME-16,16,Podgorica Municipality,ME
ME-17,17,Rožaje Municipality,ME
ME-18,18,Šavnik Municipality,ME
ME-19,19,Tivat Municipality,ME
ME-20,20,Ulcinj Municipality,ME
ME-21,21,Žabljak Municipality,ME
MG-A,A,Toamasina,MG
MG-D,D,Antsiranana,MG
MG-F,F,Fianarantsoa,MG
MG-M,M,Mahajanga,MG
MG-T,T,Antananarivo,MG
MG-U,U,Toliara,MG
MH-ALK,ALK,Ailuk,MH
MH-ALL,ALL,Ailinglapalap,MH
MH-ARN,ARN,Arno,MH
MH-AUR,AUR,Aur,MH
MH-BIK,BIK,Bikini,MH
MH-EBO,EBO,Ebon,MH
MH-ENI,ENI,Eniwetok,MH
MH-JAL,JAL,Jaluit,MH
MH-KIL,KIL,Kili,MH
MH-KWA,KWA,Kwajalein,MH
MH-LAE,LAE,Lae,MH
MH-LIB,LIB,Lib,MH
MH-LIK,LIK,Likiep,MH
MH-MAJ,MAJ,Majuro,MH
MH-MAL,MAL,Maloelap,MH
MH-MEJ,MEJ,Mejit,MH
MH-MIL,MIL,Mili,MH
MH-NMK,NMK,Namorik,MH
MH-NMU,NMU,Namu,MH
MH-RON,RON,Rongelap,MH
MH-UJA,UJA,Ujae,MH
MH-UJL,UJL,Ujelang,MH
MH-UTI,UTI,Utirik,MH
MH-WTJ,WTJ,Wotje,MH
MH-WTN,WTN,Wotho,MH
MK-001,1,Vardar Statistical Region,MK
MK-002,2,Eastern Statistical Region,MK
MK-003,3,Southwestern Statistical Region,MK
MK-004,4,Southeastern Statistical Region,MK
MK-005,5,Pelagonia Statistical Region,MK
MK-006,6,Polog Statistical Region,MK
MK-007,7,Northeastern Statistical Region,MK
MK-008,8,Skopje Statistical Region,MK
ML-1,1,Kayes Region,ML
ML-2,2,Koulikoro Region,ML
ML-3,3,Sikasso Region,ML
ML-4,4,Ségou Region,ML
ML-5,5,Mopti Region,ML
ML-6,6,Tombouctou Region,ML
ML-7,7,Gao Region,ML
ML-8,8,Kidal Region,ML
ML-BK0,BK0,Bamako Capital District,ML
MM-01,1,Sagaing Division,MM
MM-02,2,Bago Division,MM
MM-03,3,Magway Division,MM
MM-04,4,Mandalay Division,MM
MM-05,5,Tanintharyi Division,MM
MM-06,6,Yangon Division,MM
MM-07,7,Ayeyarwady Division,MM
MM-11,11,Kachin State,MM
MM-12,12,Kayah State,MM
MM-13,13,Kayin State,MM
MM-14,14,Chin State,MM
MM-15,15,Mon State,MM
MM-16,16,Rakhine State,MM
MM-17,17,Shan State,MM
MN-035,35,Orkhon Province,MN
MN-037,37,Darkhan-Uul Province,MN
MN-039,39,Khentii Province,MN
MN-041,41,Khövsgöl Province,MN
MN-043,43,Khovd Province,MN
MN-046,46,Uvs Province,MN
MN-047,47,Töv Province,MN
MN-049,49,Selenge Province,MN
MN-051,51,Sükhbaatar Province,MN
MN-053,53,Övörkhangai Province,MN
MN-055,55,Övörkhangai,MN
MN-057,57,Zavkhan Province,MN
MN-059,59,Dundgovi Province,MN
MN-061,61,Dornod Province,MN
MN-063,63,Dornogovi Province,MN
MN-064,64,Govi-Smber,MN
MN-065,65,Govi-Altai Province,MN
MN-067,67,Bulgan Province,MN
MN-069,69,Bayankhongor Province,MN
MN-071,71,Bayan-Ölgii Province,MN
MN-073,73,Arhangay Province,MN
MN-1,1,Ulaanbaatar (provincial municipality),MN
MR-01,1,Hodh ech Chargui Region,MR
MR-02,2,Hodh el Charbi Region,MR
MR-03,3,Assaba Region,MR
MR-04,4,Gorgol Region,MR
MR-05,5,Brakna Region,MR
MR-06,6,Trarza Region,MR
MR-07,7,Adrar Region,MR
MR-08,8,Dakhlet Nouadhibou Region,MR
MR-09,9,Tagant Region,MR
MR-10,10,Guidimaka Region,MR
MR-11,11,Tiris Zemmour Region,MR
MR-12,12,Inchiri Region,MR
MR-NKC,NKC,Nouakchott Region,MR
MT-01,1,Attard,MT
MT-02,2,Balzan,MT
MT-03,3,Birgu,MT
MT-04,4,Birkirkara,MT
MT-05,5,Birżebbuġa,MT
MT-06,6,Bormla,MT
MT-07,7,Dingli,MT
MT-08,8,Fgura,MT
MT-09,9,Floriana,MT
MT-10,10,Fontana,MT
MT-11,11,Gudja,MT
MT-12,12,Gzira,MT
MT-13,13,Għajnsielem,MT
MT-14,14,Għarb,MT
MT-15,15,Għargħur,MT
MT-16,16,Għasri,MT
MT-17,17,Għaxaq,MT
MT-18,18,Ħamrun,MT
MT-19,19,Iklin,MT
MT-20,20,Isla,MT
MT-21,21,Kalkara,MT
MT-22,22,Kerċem,MT
MT-23,23,Kirkop,MT
MT-24,24,Lija,MT
MT-25,25,Luqa,MT
MT-26,26,Marsa,MT
MT-27,27,Marsaskala,MT
MT-28,28,Marsaxlokk,MT
MT-29,29,Mdina,MT
MT-30,30,Mellieħa,MT
MT-31,31,Mġarr,MT
MT-32,32,Mosta,MT
MT-33,33,Mqabba,MT
MT-34,34,Msida,MT
MT-35,35,Mtarfa,MT
MT-36,36,Munxar,MT
MT-37,37,Nadur,MT
MT-38,38,Naxxar,MT
MT-39,39,Paola,MT
MT-40,40,Pembroke,MT
MT-41,41,Pietà,MT
MT-42,42,Qala,MT
MT-43,43,Qormi,MT
MT-44,44,Qrendi,MT
MT-45,45,Rabat Gozo,MT
MT-46,46,Rabat Malta,MT
MT-47,47,Safi,MT
MT-48,48,Saint Julian's,MT
MT-49,49,Saint John,MT
MT-50,50,Saint Lawrence,MT
MT-51,51,Saint Paul's Bay,MT
MT-52,52,Sannat,MT
MT-53,53,Saint Lucia's,MT
MT-54,54,Santa Venera,MT
MT-55,55,Siġġiewi,MT
MT-56,56,Sliema,MT
MT-57,57,Swieqi,MT
MT-58,58,Ta' Xbiex,MT
MT-59,59,Tarxien,MT
MT-60,60,Valletta,MT
MT-61,61,Xagħra,MT
MT-62,62,Xewkija,MT
MT-63,63,Xgħajra,MT
MT-64,64,Żabbar,MT
MT-65,65,Żebbuġ Gozo,MT
MT-66,66,Żebbuġ Malta,MT
MT-67,67,Żejtun,MT
MT-68,68,Żurrieq,MT
MU-AG,AG,Agalega Islands,MU
MU-BL,BL,Black River,MU
MU-BR,BR,Beau Bassin-Rose Hill,MU
MU-CC,CC,Cargados Carajos Shoals,MU
MU-CU,CU,Curepipe,MU
MU-FL,FL,Flacq,MU
MU-GP,GP,Grand Port,MU
MU-MO,MO,Moka,MU
MU-PA,PA,Pamplemousses,MU
MU-PL,PL,Port Louis (district),MU
MU-PU,PU,Port Louis,MU
MU-PW,PW,Plaines Wilhems,MU
MU-QB,QB,Quatre Bornes,MU
MU-RO,RO,Rodrigues Island,MU
MU-RP,RP,Riviere du Rempart,MU
MU-SA,SA,Savanne,MU
MU-VP,VP,Vacosa-Phoenix,MU
MV-00,0,Alif Dhaal Atoll,MV
MV-01,1,Addu Atoll,MV
MV-02,2,Alif Alif Atoll,MV
MV-03,3,Lhaviyani Atoll,MV
MV-04,4,Vaavu Atoll,MV
MV-05,5,Laamu Atoll,MV
MV-07,7,Haa Alif Atoll,MV
MV-08,8,Kolhumadulu Atoll,MV
MV-12,12,Meemu Atoll,MV
MV-13,13,Raa Atoll,MV
MV-14,14,Faafu Atoll,MV
MV-17,17,Dhaalu Atoll,MV
MV-20,20,Baa Atoll,MV
MV-23,23,Haa Dhaalu Atoll,MV
MV-24,24,Shaviyani Atoll,MV
MV-25,25,Noonu Atoll,MV
MV-26,26,Kaafu Atoll,MV
MV-27,27,Gaafu Alifu Atoll,MV
MV-28,28,Gaafu Dhaalu Atoll,MV
MV-29,29,Gnaviyani Atoll,MV
MV-MLE,MLE,Malé (capital city),MV
MW-BA,BA,Balaka District,MW
MW-BL,BL,Blantyre District,MW
MW-CK,CK,Chikwawa District,MW
MW-CR,CR,Chiradzulu District,MW
MW-CT,CT,Chitipa District,MW
MW-DE,DE,Dedza District,MW
MW-DO,DO,Dowa District,MW
MW-KR,KR,Karonga District,MW
MW-KS,KS,Kasungu District,MW
MW-LI,LI,Lilongwe District,MW
MW-LK,LK,Likoma Island District,MW
MW-MC,MC,Mchinji District,MW
MW-MG,MG,Mangochi District,MW
MW-MH,MH,Machinga District,MW
MW-MU,MU,Mulanje District,MW
MW-MW,MW,Mwanza District,MW
MW-MZ,MZ,Mzimba District,MW
MW-NB,NB,Nkhata Bay District,MW
MW-NI,NI,Ntchisi District,MW
MW-NK,NK,Nkhotakota District,MW
MW-NS,NS,Nsanje District,MW
MW-NU,NU,Ntcheu District,MW
MW-PH,PH,Phalomba District,MW
MW-RU,RU,Rumphi District,MW
MW-SA,SA,Salima District,MW
MW-TH,TH,Thyolo District,MW
MW-ZO,ZO,Zomba District,MW
MX-AGU,AGU,Aguascalientes,MX
MX-BCN,BCN,Baja California,MX
MX-BCS,BCS,Baja California Sur,MX
MX-CAM,CAM,Campeche,MX
MX-CHH,CHH,Chihuahua,MX
MX-CHP,CHP,Chiapas,MX
MX-COA,COA,Coahuila,MX
MX-COL,COL,Colima,MX
MX-DIF,DIF,Ciudad de México,MX
MX-DUR,DUR,Durango,MX
MX-GRO,GRO,Guerrero,MX
MX-GUA,GUA,Guanajuato,MX
MX-HID,HID,Hidalgo,MX
MX-JAL,JAL,Jalisco,MX
MX-MEX,MEX,México (state),MX
MX-MIC,MIC,Michoacán,MX
MX-MOR,MOR,Morelos,MX
MX-NAY,NAY,Nayarit,MX
MX-NLE,NLE,Nuevo León,MX
MX-OAX,OAX,Oaxaca,MX
MX-PUE,PUE,Puebla,MX
MX-QUE,QUE,Querétaro,MX
MX-ROO,ROO,Quintana Roo,MX
MX-SIN,SIN,Sinaloa,MX
MX-SLP,SLP,San Luis Potosí,MX
MX-SON,SON,Sonora,MX
MX-TAB,TAB,Tabasco,MX
MX-TAM,TAM,Tamaulipas,MX
